GrossT1,GrossR1,GrossT2,Grossr2,GrossT3,GrossR3,PT,PR,ET1,ER1,ET2,ER2,ET3,ER3,SecT1,SecR1,SecT2,SecR2,SecT3,SecR3,StT1,StR1,StT2,StR2,StT3,StR3,AT,AR,AT,AR,AT,AR,TT
Time(5),list[62],Time(10),list[62],Time(15),list[62],Time(65),list[66],Time(70),list[52],Time(75),list[51],Time(80),list[50],Time(85),list[53],Time(90),list[63],Time(95),list[40],Time(100),list[58],Time(105),list[57],Time(110),list[56],Time(115),list[49]Time(120),list[48]Time(125),list[26]]
Time(5),list[62],Time(10),list[62],Time(15),list[62],Time(65),list[66],Time(70),list[52],Time(75),list[51],Time(80),list[50],Time(85),list[63],Time(90),list[40],Time(95),list[53],Time(100),list[58],Time(105),list[57],Time(110),list[58],Time(115),list[49]Time(120),list[48]Time(125),list[49]]
Time(5),list[62],Time(10),list[62],Time(15),list[62],Time(65),list[66],Time(70),list[52],Time(75),list[51],Time(80),list[52],Time(85),list[53],Time(90),list[40],Time(95),list[63],Time(100),list[58],Time(105),list[56],Time(110),list[57],Time(115),list[49]Time(120),list[48]Time(125),list[49]]
Time(5),list[62],Time(10),list[62],Time(15),list[62],Time(65),list[66],Time(70),list[52],Time(75),list[51],Time(80),list[52],Time(85),list[63],Time(90),list[53],Time(95),list[40],Time(100),list[58],Time(105),list[57],Time(110),list[58],Time(115),list[49]Time(120),list[48]Time(125),list[26]]
Time(5),list[62],Time(10),list[62],Time(15),list[62],Time(65),list[66],Time(70),list[52],Time(75),list[51],Time(80),list[52],Time(85),list[63],Time(90),list[53],Time(95),list[40],Time(100),list[58],Time(105),list[57],Time(110),list[58],Time(115),list[49]Time(120),list[26]Time(125),list[48]]
Time(5),list[62],Time(10),list[62],Time(15),list[62],Time(65),list[66],Time(70),list[52],Time(75),list[51],Time(80),list[52],Time(85),list[63],Time(90),list[53],Time(95),list[63],Time(100),list[58],Time(105),list[56],Time(110),list[57],Time(115),list[49]Time(120),list[48]Time(125),list[49]]
Time(5),list[62],Time(10),list[62],Time(15),list[62],Time(65),list[66],Time(70),list[52],Time(75),list[51],Time(80),list[52],Time(85),list[53],Time(90),list[63],Time(95),list[40],Time(100),list[58],Time(105),list[57],Time(110),list[56],Time(115),list[48]Time(120),list[49]Time(125),list[26]]
Time(5),list[62],Time(10),list[62],Time(15),list[62],Time(65),list[66],Time(70),list[52],Time(75),list[51],Time(80),list[52],Time(85),list[63],Time(90),list[53],Time(95),list[63],Time(100),list[58],Time(105),list[57],Time(110),list[58],Time(115),list[49]Time(120),list[26]Time(125),list[48]]
Time(5),list[62],Time(10),list[62],Time(15),list[62],Time(65),list[66],Time(70),list[52],Time(75),list[50],Time(80),list[51],Time(85),list[63],Time(90),list[53],Time(95),list[63],Time(100),list[58],Time(105),list[57],Time(110),list[58],Time(115),list[49]Time(120),list[48]Time(125),list[49]]
Time(5),list[62],Time(10),list[62],Time(15),list[62],Time(65),list[66],Time(70),list[51],Time(75),list[50],Time(80),list[52],Time(85),list[53],Time(90),list[40],Time(95),list[63],Time(100),list[58],Time(105),list[57],Time(110),list[58],Time(115),list[49]Time(120),list[26]Time(125),list[48]]
Time(5),list[62],Time(10),list[62],Time(15),list[62],Time(65),list[66],Time(70),list[52],Time(75),list[50],Time(80),list[51],Time(85),list[53],Time(90),list[40],Time(95),list[63],Time(100),list[57],Time(105),list[56],Time(110),list[58],Time(115),list[48]Time(120),list[49]Time(125),list[26]]
